storm_id,year,month,month_name,name,start_date,end_date,duration_hours,max_wind_kt,max_wind_mph,min_pressure_mb,category_num,category,is_hurricane,is_major,landfalls,observations,narrative,is_retired
AL132004,2004,9,September,LISA,2004-09-19,2004-10-03,324,65,74,987,1,Cat 1,1,0,0,55,"Hurricane Lisa formed in the eastern Atlantic near the Cape Verde Islands on September 19, 2004. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the open Atlantic. It reached peak intensity as a Category 1 hurricane on October 2 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 987 mb. The system persisted for approximately 14 days. The system dissipated over the open Atlantic on October 3.",0
AL142004,2004,10,October,MATTHEW,2004-10-08,2004-10-11,66,40,46,997,0,TS,0,0,1,13,"Tropical Storm Matthew formed in the Gulf of Mexico on October 8, 2004. The system tracked northward during its lifetime. It reached peak intensity on October 9 with maximum sustained winds of 46 mph (40 kt). The minimum central pressure was recorded at 997 mb. It made landfall near the northern Gulf Coast on October 10 with winds of 40 mph. The system persisted for approximately 3 days. The system dissipated over the open Atlantic on October 11.",1
AL152004,2004,10,October,NICOLE,2004-10-10,2004-10-11,42,45,51,986,0,TS,0,0,0,8,"Tropical Storm Nicole formed in the western Atlantic off the U.S. East Coast on October 10, 2004. The system tracked northeastward during its lifetime. It reached peak intensity on October 11 with maximum sustained winds of 51 mph (45 kt). The minimum central pressure was recorded at 986 mb. The system persisted for approximately 2 days. The system dissipated over the open Atlantic on October 11.",1
AL162004,2004,11,November,OTTO,2004-11-26,2004-12-05,228,45,51,995,0,TS,0,0,0,39,"Tropical Storm Otto, a late-season system, formed in the central Atlantic on November 26, 2004. The system tracked westward during its lifetime. It reached peak intensity on November 29 with maximum sustained winds of 51 mph (45 kt). The minimum central pressure was recorded at 995 mb. The system persisted for approximately 10 days. The system dissipated over the central Atlantic on December 5.",1
AL012005,2005,6,June,ARLENE,2005-06-08,2005-06-14,132,60,69,989,0,TS,0,0,2,26,"Tropical Storm Arlene, an early-season storm, formed in the Caribbean Sea on June 8, 2005. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the Caribbean Sea, the Gulf of Mexico, the open Atlantic, the western Atlantic off the U.S. East Coast. It reached peak intensity on June 11 with maximum sustained winds of 69 mph (60 kt). The minimum central pressure was recorded at 989 mb. It made landfall near the Caribbean islands on June 10 with winds of 51 mph. It made landfall near the northern Gulf Coast on June 11 with winds of 57 mph. The system persisted for approximately 6 days. The system dissipated over the western Atlantic off the U.S. East Coast on June 14.",0
AL022005,2005,6,June,BRET,2005-06-28,2005-06-30,30,35,40,1002,0,TS,0,0,1,7,"Tropical Storm Bret, an early-season storm, formed in the Gulf of Mexico on June 28, 2005. The system tracked northwestward during its lifetime. It reached peak intensity on June 28 with maximum sustained winds of 40 mph (35 kt). The minimum central pressure was recorded at 1002 mb. It made landfall near the Yucatan Peninsula on June 29 with winds of 40 mph. The system persisted for approximately 1 day. The system dissipated over the open Atlantic on June 30.",0
AL032005,2005,7,July,CINDY,2005-07-03,2005-07-11,180,65,74,991,1,Cat 1,1,0,3,34,"Hurricane Cindy formed in the Gulf of Mexico on July 3, 2005. The system tracked northeastward during its lifetime. Over its lifetime, the storm traversed the Gulf of Mexico, the open Atlantic, the western Atlantic off the U.S. East Coast. It reached peak intensity as a Category 1 hurricane on July 6 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 991 mb. It made landfall near the Yucatan Peninsula on July 4 with winds of 34 mph. It made landfall near the northern Gulf Coast on July 6 as a Category 1 hurricane with winds of 74 mph. The storm made 1 additional landfall during its track. The system persisted for approximately 8 days. The system dissipated over the open Atlantic on July 11.",0
AL042005,2005,7,July,DENNIS,2005-07-04,2005-07-18,324,130,149,930,4,Cat 4,1,1,4,59,"Hurricane Dennis formed in the Caribbean Sea on July 4, 2005. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the Caribbean Sea, the western Atlantic, the Gulf of Mexico, the open Atlantic. The storm covered a vast area, spanning approximately 34 degrees of latitude. It reached peak intensity as a Category 4 hurricane on July 8 with maximum sustained winds of 149 mph (130 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 930 mb. The system first reached hurricane strength on July 7 and continued to intensify over the following days. It made landfall near the Caribbean Sea on July 4 with winds of 34 mph. It made landfall near the Caribbean islands on July 8 as a Category 4 hurricane with winds of 138 mph. The storm made 2 additional landfalls during its track. The system persisted for approximately 14 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 14 days, it was a notably long-lived storm. A minimum pressure of 930 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on July 18.",1
AL052005,2005,7,July,EMILY,2005-07-11,2005-07-21,252,140,161,929,5,Cat 5,1,1,3,45,"Hurricane Emily formed in the central Atlantic on July 11, 2005. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the open Atlantic. It traversed a wide swath of the Atlantic, covering roughly 59 degrees of longitude. It reached peak intensity as a Category 5 hurricane on July 17 with maximum sustained winds of 161 mph (140 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 929 mb. The system first reached hurricane strength on July 14 and continued to intensify over the following days. It made landfall near the Caribbean Sea on July 14 as a Category 1 hurricane with winds of 86 mph. It made landfall near the Yucatan Peninsula on July 18 as a Category 4 hurricane with winds of 132 mph. The storm made 1 additional landfall during its track. The storm gradually weakened to a tropical depression before dissipating. The system persisted for approximately 10 days. As a Category 5 hurricane, it was among the most intense Atlantic tropical cyclones on record. With a duration of approximately 10 days, it was a notably long-lived storm. A minimum pressure of 929 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on July 21.",0
AL062005,2005,7,July,FRANKLIN,2005-07-21,2005-07-31,222,60,69,997,0,TS,0,0,0,38,"Tropical Storm Franklin formed in the western Atlantic off the U.S. East Coast on July 21, 2005. The system tracked northeastward during its lifetime. It reached peak intensity on July 23 with maximum sustained winds of 69 mph (60 kt). The minimum central pressure was recorded at 997 mb. The system persisted for approximately 9 days. The system dissipated over the open Atlantic on July 31.",0
AL072005,2005,7,July,GERT,2005-07-23,2005-07-25,48,40,46,1005,0,TS,0,0,1,9,"Tropical Storm Gert formed in the Gulf of Mexico on July 23, 2005. The system tracked westward during its lifetime. It reached peak intensity on July 25 with maximum sustained winds of 46 mph (40 kt). The minimum central pressure was recorded at 1005 mb. It made landfall near the Yucatan Peninsula on July 25 with winds of 46 mph. The system persisted for approximately 2 days. The system dissipated over the open Atlantic on July 25.",0
AL082005,2005,8,August,HARVEY,2005-08-02,2005-08-14,270,55,63,994,0,TS,0,0,0,46,"Tropical Storm Harvey formed in the western Atlantic off the U.S. East Coast on August 2, 2005. The system tracked eastward during its lifetime. Over its lifetime, the storm traversed the western Atlantic off the U.S. East Coast, the central Atlantic, the open Atlantic. It reached peak intensity on August 4 with maximum sustained winds of 63 mph (55 kt). The minimum central pressure was recorded at 994 mb. The system persisted for approximately 11 days. The system dissipated over the open Atlantic on August 14.",1
AL092005,2005,8,August,IRENE,2005-08-04,2005-08-18,330,90,103,970,2,Cat 2,1,0,0,56,"Hurricane Irene formed in the eastern Atlantic near the Cape Verde Islands on August 4, 2005. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the western Atlantic off the U.S. East Coast, the open Atlantic. It reached peak intensity as a Category 2 hurricane on August 16 with maximum sustained winds of 103 mph (90 kt). The minimum central pressure was recorded at 970 mb. The system persisted for approximately 14 days. The system dissipated over the open Atlantic on August 18.",1
AL102005,2005,8,August,TEN,2005-08-13,2005-08-18,120,30,34,1008,-1,TD,0,0,0,21,"Tropical Storm Ten formed in the central Atlantic on August 13, 2005. The system tracked westward during its lifetime. It reached peak intensity on August 13 with maximum sustained winds of 34 mph (30 kt). The minimum central pressure was recorded at 1008 mb. The system persisted for approximately 5 days. The system dissipated over the Caribbean Sea on August 18.",0
